,text,score,kelas,,,,,,,
4087,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4088,menteri riset teknologi bambang brodjonegoro perkembangan terbaru vaksin merah putih dikembangkan melawan virus corona covid diuji hewan,0,netral,,,,,,,
4089,pemerintah tergantung vaksin covid buaran negeri serang mengembangkan jenis,0,netral,,,,,,,
4090,staf ahli menteri kesehatan bidang teknologi kesehatan globalisasi achmad yurianto pengiriman vaksin sinovac november,3,positif,,,,,,,
4091,pemerintah badan pom tim inspektur cpob pengawalan mutu pembuatan obat melaksanakan inspeksi industri pembuatan vaksin covid tiongkok,-2,negatif,,,,,,,
4092,vaksin merah putih vaksin murni buatan negeri strain covid vaksin dikembangkan lembaga bio molekuler lbm eijkman,1,positif,,,,,,,
4093,menteri riset teknologi menristek bpk bambang brodjonegoro mengembangkan jenis vaksin covid merah putih pengalaman bangsa riset produksi teruji,0,netral,,,,,,,
4094,vaksin covid teruji,0,netral,,,,,,,
4095,vaksin virus corona covid hasil pengembangan lembaga bio molekuler eijkman ditargetkan rampung pertengahan kandidat vaksin merah putih dikembangkan metode modern diharapkan efektif,1,positif,,,,,,,
4096,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4097,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4098,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4099,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4100,prioritas vaksin covid tenaga kesehatan berhadapan langsung penderita covid prof soedjatmiko,0,netral,,,,,,,
4101,vaksin virus covid hasil pengembangan lembaga bio molekuler eijkman targetkan rampung pertengahan vaksin bernama merah putih kembangkan eijkman strain virus corona ,-2,negatif,,,,,,,
4102,tahapan pengembangan vaksin keamanan vaksin covid lihat uji non klinik uji klinik fase fase fase subjek bandung imunisasi kali kali lucia rizka andalusia apt mpharm,0,netral,,,,,,,
4103,penyebaran vaksin bertahap keamanan vaksin covid lihat uni klinik fase fase fase subjek bandung imunisasi kali kali prof soedjatmiko,0,netral,,,,,,,
4104,keamanan vaksin covid lihat uni klinik fase fase fase subjek bandung imunisasi kali kali prof soedjatmiko,0,netral,,,,,,,
4105,vaksin merah putih vaksin murni buatan negeri strain covid vaksin kembangkan lembaga bio molekuler lbm eijkman perkembangan ,1,positif,,,,,,,
4106,menteri riset teknologi menristek bambang brodjonegoro mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
4107, warga masyarakat mendptkan vaksin covid pemberian vaksin diurutkan berdsrkan tingkat resiko mjd prioritas tenaga medis rs rujukan melayani pasien covid tenaga lab rujukan pemeriksaan berhdpn langsung virus,0,netral,,,,,,,
4108, vaksin covid merah putih diuji sejml lembaga perguruan diserahkan bio farma uji klinis thp efek samping thp keamanan tubuh thp finalisasi,0,netral,,,,,,,
4109, negara penduduk jiwa mrpkan terbesar dunia berat bergantung vaksin import memenuhi kebutuhan vaksin covid modal kuat mandiri pengembangan vaksin,1,positif,,,,,,,
4110, sih terbebas wabah covid vaksin bertahap diprioritaskan ya berhadapan langsung penanganan wabah tenaga medis,-2,negatif,,,,,,,
4111,pemerintah pemerintah mengutus tim inspektur cpob badan pom langsung melaksanakan inspeksi industri pembuatan vaksin covid tiongkok mutu vaksin wajib diperhatikan melawan wabah ,-2,negatif,,,,,,,
4112, murni buatan negeri strain covid vaksin dikembangkan lembaga bio molekuler lbm eijkman semoga berjalan lancar amin,1,positif,,,,,,,
4113,alhamdulillah semoga vaksin covid derita dukung kerja keras pemerintah melawan wabah ,-2,negatif,,,,,,,
4114,mantap bu lakukan koordinasi komunikasi who semoga memenuhi keperluan vaksin sih harapannya bergotong royong melawan wabah covid ,0,netral,,,,,,,
4115, tanggung tanggung pemerintah langsung mengutus tim peneliti langsung pembuatan vaksin covid fase fase tiongkok harapannya vaksin wabah covid cepat amin,-1,negatif,,,,,,,
4116, vaksin keamanan orang sakit periksa tes sakit obat meredam pandemi covid disiplin keseharian memakai masker menjaga jarak mencuci tangan prof soedjatmiko,-2,negatif,,,,,,,
4117, karya anak bangsa vaksin covid hasil pengembangan lembaga biomolekuler eijkman targetkan selesai pertengahan dikembangkan strain virus corona ,0,netral,,,,,,,
4118,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan nya mencapai membanggakan pastinya karya anak bangsa kemanusian,2,positif,,,,,,,
4119,sobat berita nih berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
4120, vaksin murni buatan negeri strain covid vaksin dikembangan lembaga bio molekuler lbm eijkman perkembangannya mencapai,1,positif,,,,,,,
4121,pemerintah ibgin bergantung vaksin covid negeri,0,netral,,,,,,,
4122, kandidat vaksin negeri menangani pandemi covid menristek memprioritaskan vaksin merah putih,0,netral,,,,,,,
4123, holding bumn farmasi pt bio farma persero memaparkan strategi program jangka kolaborasi menghadirkan vaksin covid nasional akrab vaksin merah putih,0,netral,,,,,,,
4124,semoga vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan,-1,negatif,,,,,,,
4125, memperkuat akurasi vaksin mengirim whole genome sequencing wgs pasien positif covid gisaid,3,positif,,,,,,,
4126, soalan vaksin covid ditemui korang nak ambik ,0,netral,,,,,,,
4127,kondisi darurat vaksin covid ,0,netral,,,,,,,
4128,mantap menunggu ngetwit vaksin covid ,0,netral,,,,,,,
4129,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4130,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis simak infonya diatas,0,netral,,,,,,,
4131,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4132,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4133,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4134, satunya obat kangenku vaksin covid,0,netral,,,,,,,
4135,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4136, komite penanganan covid pemulihan ekonomi nasional mengumumkan roadmap masterplan penerima vaksin covid,2,positif,,,,,,,
4137,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4138,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4139,presiden jokowi harga vaksin covid terjangkau masyarakat,0,netral,,,,,,,
4140,peneliti as kandidat vaksin covid picu tertular hiv,0,netral,,,,,,,
4141,presiden jokowi pastikan keamanan keefektifan vaksin covid,0,netral,,,,,,,
4142,bamsoet roadmap vaksin covid sistematis,0,netral,,,,,,,
4143,ratusan relawan vaksin covid masuk periode monitoring efikasi,0,netral,,,,,,,
4144,vaksin covid ditemukan berburu investasi properti,0,netral,,,,,,,
4145, syarat vaksin covid diproduksi ,0,netral,,,,,,,
4146, vaksin mencegah covid baiknya menerapkan protokol kesehatan manapun ,1,positif,,,,,,,
4147,shiqin berani nya jual no fon kat twitter hahahhahaha call shiqin sembang ngan sedar sedar jumpa vaksin covid hahahahahhaa,0,netral,,,,,,,
4148,jokowi skema vaksin covid berbayar gratis disiapkan,1,positif,,,,,,,
4149,vaksin obat covid protokol kesehatan gerakan dijalankan aktivitas berlanjut vaksin salah upaya menghentikan pandemi vaksin menggantikan menghindari kerumunan,-2,negatif,,,,,,,
4150,presiden joko widodo pengadaan vaksin pelaksanaan vaksinasi covid hatihati,1,positif,,,,,,,
4151,vaksin bahaya covid,-1,negatif,,,,,,,
4152,presiden vaksin covid dipersiapakan masyarakat melalaui skema mandiri didistribusikan harga terjangkau vaksinasi skema skema gratis skema mandiri,1,positif,,,,,,,
4153,weh vaksin covid bawa maut cause sorang sukarela uji vaksin covid deh meninggaldunia,-1,negatif,,,,,,,
4154,vaksin covid diproduksi syaratnya,0,netral,,,,,,,
4155,maaf menolak vaksin covid,0,netral,,,,,,,
4156,harga vaksin covid ditaksir rp ribu harga final pemerintah masyarakat terbebani harga vaksin covid,1,positif,,,,,,,
4157,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4158,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4159,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4160,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4161,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4162,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4163,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4164,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4165,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4166,persen orang alami efek samping vaksin sputnik efektif lawan covid,0,netral,,,,,,,
4167,cepat vaksin this fucking covid,1,positif,,,,,,,
4168,wkwkw gegara vaksin covid kali ya mon,0,netral,,,,,,,
4169,menonton ilc live selasa oktober malam tema menunggu vaksin covid link streaming download aplikasi tribunnews update berita terbaru dapatkan android,1,positif,,,,,,,
4170,sok orang antivaksin deh vaksin covid takyah vaksin kot eh,-1,negatif,,,,,,,
4171,jokowi harga vaksin covid terjangkau presiden vaksin covid dipersiapkan masyarakat skem mandiri didistribusikan harga terjangkau semoga pandemi cepat normal ,1,positif,,,,,,,
4172,vaksin covid jokowi libatkan ormas islam,0,netral,,,,,,,
4173, masyarakat dipastikam vaksin covid pengadaannya bertahap diprioritaskan vaksin,0,netral,,,,,,,
4174,jaga dirimu kovid awas hoax akun facebook echa irma suawe melayangkan narasi cvd ganas flu narasi berasal aliansi dokter dunia eropa menolak vaksin prokes,-3,negatif,,,,,,,
4175,update kpcpen prinsip keamanan vaksin covid,0,netral,,,,,,,
4176,update kpcpen prinsip keamanan vaksin covid,0,netral,,,,,,,
4177,presiden jokowi pastikan keamanan keefektifan vaksin covid via,0,netral,,,,,,,
4178,bamsoet roadmap vaksin covid sistematis via,0,netral,,,,,,,
4179,bamsoet roadmap vaksin covid sistematis,0,netral,,,,,,,
4180,presiden jokowi pastikan keamanan keefektifan vaksin covid,0,netral,,,,,,,
4181,relawan uji vaksin covid sinovac china,0,netral,,,,,,,
4182,relawan uji vaksin covid sinovac china via,0,netral,,,,,,,
4183, mandiri berekonomi membantu berekonomi lemah vaksinasi,0,netral,,,,,,,
4184,prioritas utama pemberian vaksin langsung berhadapan pasien covid,1,positif,,,,,,,
4185, efek samping uji klinis vaksin covid,0,netral,,,,,,,
4186,jokowi ajak ormas islam yakinkan kehalalan vaksin covid,0,netral,,,,,,,
4187,covid vaksin cryptocurrency konspirasi ya,-1,negatif,,,,,,,
4188, covid takde vaksin deh merata korang sambung berperang kerjasama cari terbaik berkhidmat rakyat duduk rumah diam diam bang sham keje,-1,negatif,,,,,,,
4189, tuh lihat ngandelin sih covid jualan vaksin kali ya,0,netral,,,,,,,
4190, terbaru kementrian perhubungan mengurusi vaksin covid,1,positif,,,,,,,
4191,dokter relawan uji vaksin covid meninggal komentar epidemiolog,-1,negatif,,,,,,,
4192,brasil beli vaksin covid china,0,netral,,,,,,,
4193, vaksin konglomerat beli pribadi kayak covid rapid test mandiri dirumah hmmm,0,netral,,,,,,,
4194, berita nih berdasarkan uji klinis bio farma tidakada efek samping dilaporkan fase iii vaksin covid vaksin disiapkan aman uji klinis yuk simak infonya,0,netral,,,,,,,
4195, menteri pehubungan kena covid kemenhub mengurusi vaksin corona,0,netral,,,,,,,
4196,den orang tua dokter memeriksa keutuhan vial etikat vaksin tanggal kedaluwarsa penanda suhu tampilan fisik vaksin warna cairan kejernihan cairan endapan imunisasi anaknya vaksin covid ambyar,0,netral,,,,,,,
4197,vaksin covid dibeli ya ,0,netral,,,,,,,
4198, wonder if one day hooefully vaksin for covid does this guys will go against acane,0,netral,,,,,,,
4199,hai senior kabar vaksin covid astrazeneca hasilkan respons kekebalan kalangan lansia,0,netral,,,,,,,
4200,haloo selamat membaca pemerintah vaksin covid aman didistribusikan meluas masyarakat terpapar virus corona jenis ,0,netral,,,,,,,
4201,sehat hemat cermat,2,positif,,,,,,,
4202,depok prioritas vaksin wilayah covid jawa barat,1,positif,,,,,,,
4203,persyaratan demo anti vaksin vaksin covid,-1,negatif,,,,,,,
4204,berpikir positif berdoa patuhi protokol kesehatan vaksin covid mari bahu membahu melawan covid,2,positif,,,,,,,
4205,guys indak vaksin covid titik,0,netral,,,,,,,
4206,nge tweet vaksin covid netizen serang akun kemenhub,0,netral,,,,,,,
4207,menyusahkan rakyat berenti kejap mainan korang covid deh takde vaksin deh merata korang sambung berperang kerjasama cari terbaik berkhidmat rakyat menuntut kluster prn sabah diisytiharkan,-3,negatif,,,,,,,
4208,masyarakat tidakperlu meragukan manfaat vaksin covid jaga dirimu kovid,-1,negatif,,,,,,,
4209,kuncinya pemerintah benarbenar fokus menyelesaikan secepatnya persebaran covid perkara mudah mempercepat pengadaan vaksin distribusinya sasaran,3,positif,,,,,,,
4210,stafsus menteri bumn berharap vaksin covid diproduksi,0,netral,,,,,,,
4211,kemenhub mengomongkan vaksin kemenhan mengurusi singkong kementan mengurusi kalung obat kemenkomarves manglima covid kemenkes ter awan awan,-2,negatif,,,,,,,
4212,kang emil kumaha kang emil jarang kali turun kota bandung beda ya jaman walikota rajin turun kang odet bekas masker covid orang orang buang sembarangan ngeri wila,-3,negatif,,,,,,,
4213,kalopun vaksin covid perilaku masarakatnya bar atasi bisul coba kampanyehkan militansi masalanya diatasi anak cucu psbb gelar psbb trlama dunia,0,netral,,,,,,,
4214,wkwkwkwkwk vaksin covid deh biar faedahnya nih sirkel,0,netral,,,,,,,
4215,debat produktif mengapai persoalkan kehalalan keadaandarurat mikir divaksin ya keamanannya publik vaksin aman ampuh sembuhkan covid baca,1,positif,,,,,,,
4216, kemenhub mengurusi vaksin covid kemenkes urusi trayek angkot,0,netral,,,,,,,
4217,gagal paham akutuh mengurusi transportasi mengapai mengurusi vaksin covid cari mukak cari panggung ffuuccekk,-1,negatif,,,,,,,
4218,vaksin sih sok far ya china disuntikin medis akurat salah vendor dijakarta mengorder vaksin covid tenaga medis dahulukan,-2,negatif,,,,,,,
4219, penyataan koordinasi kementerian berantakan kementerian bicara vaksin covid kemenkes bicara pembangunan pelabuhan pengadaan kapal laut koordinasi kementerian,-2,negatif,,,,,,,
4220, harapkan orang kasih gratis obat an vaksin pemerintah kasih gratis rakyat rajin bayar pajak banget anggota bpjs ditunggu kena covid rsud rsup,2,positif,,,,,,,
4221,jaga dirimu kovid waspada ora sah watir lur vaksin covid solusi tubuh kebal virus corona,0,netral,,,,,,,
4222,ketua dpr pemerintah prioritaskan vaksin covid masyarakat ,0,netral,,,,,,,
4223,presiden tergesa pastikan keamanan keefektifan vaksin covid,0,netral,,,,,,,
4224,ketua dpr ri puan maharani ingatkan pemerintah prioritaskan vaksin covid rakyat ,0,netral,,,,,,,
4225,ketua dpr ri puan maharani ingatkan pemerintah prioritaskan vaksin covid rakyat ,0,netral,,,,,,,
4226, lo pengennya harga vaksin covid tag tau saran diterima,0,netral,,,,,,,
4227,brasil tolak vaksin covid sinovac cina ,0,netral,,,,,,,
4228,jokowi ormas islam dilibatkan sosialisasi vaksin covid,0,netral,,,,,,,
4229, vaksin vaksin berasal china kolumnis bloomberg vaksin berpotensi menyelamatkan warga amerika memakai vaksin china pengalaman memalukan amerika,-1,negatif,,,,,,,
4230, vaksin diuji klinis dunia vaksin china dianggap brazil diuji vaksin negara vaksin sinovac dianggap bermasalah efektif,0,netral,,,,,,,
4231, percaya covid penyakit percaya vaksin dijadikan bisnis ditanami chip bill gates menemukan korelasi teori ,-1,negatif,,,,,,,
4232,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
